acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.91,0.11,0.39,496.99,2.55,500.31,12:32:04,0.99614256
0.89,0.12,0.4,498.12,-1.12,0.92,12:32:04,0.983107319
0.9,0.13,0.39,498.65,-0.3,0.83,12:32:05,0.989444288
0.9,0.12,0.39,497.44,-0.23,498.75,12:32:05,0.988180146
0.91,0.11,0.4,497,1.7,495.94,12:32:06,1.000099995
0.96,0.08,0.27,494.18,8.11,8.84,12:32:06,1.000449899
0.8,0.1,0.49,490.92,10.53,4.55,12:32:07,0.943451112
0.88,0.02,0.38,10.35,486.63,7.64,12:32:07,0.958749185
0.81,0.15,0.36,5.45,494.7,488.13,12:32:08,0.898999444
0.9,0.15,0.47,1.61,8.44,492.03,12:32:08,1.026352766
0.86,0.11,0.4,500.77,497.3,1.43,12:32:09,0.954829828
0.75,0.21,0.46,492.51,468.51,486.32,12:32:09,0.904544084
0.85,0.16,0.52,497.16,4.32,500.87,12:32:10,1.00920761
1,0.06,0.33,6.79,483.77,10.29,12:32:10,1.054751155
0.78,0.17,0.41,493.11,491.72,488.38,12:32:11,0.897440806
0.89,0.15,0.37,480.85,11.74,479.45,12:32:11,0.975448615
0.95,0.08,0.33,489.99,494.67,499.54,12:32:12,1.008860744
0.77,0.14,0.38,489.19,476.75,482.12,12:32:12,0.87
0.73,0.03,0.53,492.75,487.39,499.45,12:32:13,0.902607334
0.9,0.18,0.38,500.61,488.9,5.14,12:32:13,0.993378075
0.9,0.14,0.38,490.29,1.43,498.52,12:32:14,0.986914383
1.02,0.15,0.33,451.24,493.67,481.45,12:32:14,1.082497113
0.85,4,0.51,408.68,3.07,464.69,12:32:15,4.120995025
0.78,0.19,0.47,436.3,0.69,464.6,12:32:15,0.930268778
0.9,3.98,0.46,416.46,31.37,453,12:32:16,4.106336567
0.96,0.22,0.56,492.62,470.88,496.71,12:32:16,1.132960723
0.87,0.11,0.54,486.83,1.93,496.34,12:32:17,1.029854359
1.04,0.12,0.49,5.03,16.01,13.7,12:32:17,1.155897919
0.91,0.15,0.27,490.71,3.24,2.48,12:32:18,0.960989074
0.87,0.09,0.4,496.51,12.23,11.43,12:32:18,0.961769203
0.98,3.98,0.45,497.78,489.55,15.86,12:32:19,4.12350579
1.02,0.26,0.28,500.17,492.05,8.27,12:32:20,1.089219904
0.84,4,0.38,497.92,11.73,3.89,12:32:20,4.10487515
0.89,0.14,0.45,496.12,8.76,3.15,12:32:21,1.007074972
0.95,0.13,0.28,481.49,3.35,499.65,12:32:21,0.998899394
0.92,0.14,0.4,483.45,20.03,500.29,12:32:22,1.012916581
0.86,0.12,0.46,450.01,486.34,474.06,12:32:22,0.98264948
0.93,0.16,0.36,407.79,491.69,474.07,12:32:23,1.01
0.89,0.13,0.42,462.12,485.19,469.74,12:32:23,0.992673159
0.96,0.08,0.4,458.45,492.9,489.81,12:32:24,1.043072385
0.9,0.07,0.42,4.61,494.73,485.35,12:32:24,0.995640497
0.81,0.13,0.5,479.39,3.14,492.23,12:32:25,0.96072889
0.83,0.1,0.5,481.54,494.36,498.5,12:32:25,0.974114983
0.92,0.12,0.37,4.17,480.72,498.58,12:32:26,0.998849338
0.92,0.11,0.42,497.05,2.56,502.79,12:32:26,1.017300349
0.89,0.13,0.47,498.18,-1.08,9.73,12:32:27,1.014839889
0.91,0.13,0.48,498.71,-0.23,8.09,12:32:27,1.037014947
0.91,0.13,0.44,497.48,-0.19,505.61,12:32:28,1.019117265
0.92,0.11,0.44,497.02,1.74,498.46,12:32:28,1.02571926
0.96,0.08,0.3,494.19,8.12,17.11,12:32:29,1.00895986
0.8,0.1,0.55,491,10.59,13.94,12:32:29,0.975961065
0.89,0.02,0.44,10.39,486.66,17,12:32:30,0.993025679
0.82,0.15,0.42,5.54,494.72,492.73,12:32:30,0.933434518
0.91,0.15,0.52,1.62,8.46,498.45,12:32:31,1.058772875
0.87,0.12,0.45,500.86,497.39,8.74,12:32:31,0.986813052
0.75,0.21,0.55,492.57,468.59,495.16,12:32:32,0.953467357
0.85,0.17,0.59,497.22,4.37,507.18,12:32:32,1.048570455
1,0.07,0.38,6.88,483.83,17.7,12:32:33,1.072054103
0.79,0.18,0.47,493.21,491.78,494.39,12:32:33,0.936696322
0.9,0.15,0.4,480.87,11.77,487.35,12:32:34,0.996242942
0.96,0.08,0.37,490.09,494.72,501.36,12:32:34,1.031939921
0.78,0.15,0.45,489.23,476.81,489.63,12:32:35,0.912907443
0.74,0.04,0.59,492.85,487.42,503.62,12:32:35,0.947259204
0.91,0.19,0.41,500.67,488.96,11.71,12:32:36,1.016021653
0.9,0.14,0.48,490.37,1.53,503.06,12:32:36,1.029563014
1.02,0.16,0.42,451.33,493.75,484.35,12:32:37,1.114629983
0.86,4.01,0.6,408.77,3.09,469.54,12:32:37,4.144840166
0.79,0.2,0.55,436.33,0.71,470.6,12:32:38,0.983158176
0.91,3.98,0.47,416.49,31.39,455.86,12:32:38,4.10967152
0.97,0.23,0.65,492.65,470.94,498.82,12:32:39,1.190084031
0.88,0.11,0.59,486.88,1.97,503.59,12:32:39,1.065176042
1.05,0.13,0.51,5.09,16.06,22.53,12:32:40,1.174521179
0.92,0.16,0.32,490.79,3.26,11.21,12:32:40,0.987117014
0.88,0.09,0.45,496.59,12.32,13.01,12:32:41,0.992471662
0.99,3.99,0.53,497.79,489.64,20.36,12:32:41,4.145009047
1.03,0.27,0.37,500.21,492.12,15.15,12:32:42,1.127253299
0.84,4,0.46,497.96,11.81,12.34,12:32:42,4.113052395
0.89,0.14,0.53,496.18,8.8,6.33,12:32:43,1.045275083
0.96,0.14,0.34,481.57,3.37,508.24,12:32:43,1.028007782
0.92,0.14,0.44,483.53,20.06,505,12:32:44,1.029368739
0.87,0.13,0.56,450.11,486.43,483.64,12:32:44,1.042784733
0.93,0.16,0.37,407.86,491.74,476.55,12:32:45,1.013607419
0.9,0.13,0.44,462.19,485.21,474.77,12:32:45,1.010198
0.96,0.09,0.48,458.48,492.96,491.28,12:32:46,1.077079384
0.9,0.08,0.51,4.65,494.76,492.41,12:32:46,1.03754518
0.82,0.13,0.52,479.42,3.23,497.78,12:32:47,0.979642792
0.84,0.11,0.52,481.59,494.44,502.67,12:32:47,0.994032193
0.93,0.13,0.38,4.21,480.78,504.22,12:32:48,1.013015301
