acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
2.99,3.96,3.85,496.83,2.56,501.04,11:05:18,6.280461766
3,3.96,3.83,497.03,1.97,500.85,11:05:18,6.272997689
3.01,3.97,3.82,499.59,2.01,0.91,11:05:19,6.278009239
3.01,3.97,3.82,497.41,0.32,500.96,11:05:19,6.278009239
3,3.97,3.83,498.07,2.26,2.13,11:05:20,6.279315249
3,3.96,3.82,498.86,-0.29,501.04,11:05:20,6.266897159
3,3.98,3.81,498.45,0.75,0.99,11:05:21,6.273475911
3.01,3.97,3.82,500.04,0.08,2.01,11:05:21,6.278009239
3.01,3.97,3.82,498.24,1.75,500.57,11:05:22,6.278009239
3,3.99,3.81,499.51,-0.26,500.79,11:05:22,6.279824838
3.01,3.97,3.83,6.99,6.05,500.32,11:05:23,6.284098981
2.98,3.91,3.93,10.18,6.15,498.77,11:05:23,6.293917699
3.17,3.99,3.74,4.06,14.92,8.16,11:05:24,6.321123318
2.95,3.77,3.8,14.41,22.79,4.03,11:05:24,6.111906413
3.04,0.09,3.72,490.88,2.4,494.19,11:05:25,4.805007804
3.34,3.85,3.41,473.25,495.83,498.96,11:05:25,6.13238942
3.25,3.73,3.24,495.79,6.08,499.61,11:05:26,5.913797426
3.08,3.99,3.34,12.12,498.26,1.69,11:05:26,6.046660235
3.09,3.71,3.59,8.15,493.15,496.96,11:05:27,6.016668513
3,3.97,3.53,18.06,7.76,14.97,11:05:27,6.100967136
3.1,3.84,3.61,481.51,494.21,497.92,11:05:28,6.114548225
2.81,0,3.52,27.08,497.18,7.5,11:05:28,4.50405373
2.84,3.89,3.59,478.4,493.26,13.47,11:05:29,6.007145745
2.83,0.06,3.78,19.71,488.47,13.16,11:05:29,4.722382873
2.86,3.99,3.8,472.33,484.53,8.78,11:05:30,6.208035116
2.91,0.14,3.84,10.12,474.62,498.86,11:05:30,4.82009336
2.95,0.08,3.81,494.42,0.56,14.29,11:05:31,4.819232304
2.96,3.91,3.78,48.91,8.8,501.04,11:05:31,6.191776805
3.01,3.81,3.78,50,19.21,496.71,11:05:32,6.153421812
3.05,3.85,3.73,35.08,2.61,13.9,11:05:32,6.167487333
3.03,3.86,3.62,121.89,29.2,20.8,11:05:33,6.097942276
3.14,3.94,3.73,65.25,494.89,27.19,11:05:33,6.268660144
2.87,3.95,3.83,24.51,490.21,5.56,11:05:34,6.20550562
2.98,3.8,3.86,500.15,7.77,5.71,11:05:34,6.182232606
3.04,0.08,3.85,13.96,8.29,6.71,11:05:35,4.906169585
2.94,3.8,3.95,1.5,8.08,7.06,11:05:35,6.21981511
2.92,0.16,3.84,13.18,497.16,1.41,11:05:36,4.826758747
2.98,3.75,3.96,487.22,11.5,6.03,11:05:36,6.214861221
2.92,0.19,3.87,6.52,495.5,1.3,11:05:37,4.851741955
2.92,3.85,3.96,495.5,14.56,13.49,11:05:37,6.247439475
2.84,0.19,3.89,7.55,482.4,493.17,11:05:38,4.820145226
2.99,3.92,3.95,491.89,5.79,7.77,11:05:38,6.317357042
3,0.15,3.84,499.94,492.96,3.69,11:05:39,4.87525384
3.04,3.92,3.92,491.83,1.36,495.42,11:05:40,6.322531139
3.05,0.09,3.69,20.45,8.94,11.89,11:05:40,4.788183372
3.15,3.81,3.65,3.67,23.49,3.35,11:05:41,6.145006103
2.96,3.98,3.73,442.95,487.33,499.45,11:05:41,6.206037383
3.03,0.01,3.71,464.86,8.14,495.42,11:05:42,4.790104383
2.97,3.92,3.69,443.21,496.21,487.77,11:05:42,6.148446958
2.99,3.93,3.69,449.16,1.1,490.43,11:05:43,6.164503224
2.97,3.98,3.74,479.7,492.92,495.32,11:05:43,6.216823948
3.02,3.92,3.78,494.4,1.48,497.21,11:05:44,6.226973583
2.99,4.02,3.88,496.85,2.57,507.55,11:05:44,6.336789408
3,4.05,3.84,497.13,1.98,509.55,11:05:45,6.336252836
3.02,4.01,3.9,499.68,2.06,5.48,11:05:45,6.356925357
3.02,4.03,3.88,497.51,0.37,505.06,11:05:46,6.357334347
3,4.05,3.87,498.16,2.34,8.65,11:05:46,6.354478736
3.01,3.97,3.91,498.95,-0.27,507.98,11:05:47,6.333174559
3.01,4.08,3.86,498.52,0.8,2.18,11:05:47,6.372291582
3.02,4.05,3.83,500.09,0.12,11.54,11:05:48,6.339700308
3.02,3.98,3.9,498.32,1.84,504.27,11:05:48,6.338043862
3,4.01,3.83,499.6,-0.17,503.85,11:05:49,6.304680801
3.02,4.03,3.9,7.01,6.09,507.68,11:05:49,6.369560424
2.98,3.94,3.98,10.25,6.19,502.79,11:05:50,6.343847413
3.18,4.09,3.81,4.11,14.96,14.13,11:05:50,6.430909733
2.96,3.86,3.85,14.49,22.88,11.25,11:05:51,6.203523193
3.05,0.12,3.8,490.9,2.43,501.56,11:05:51,4.874105046
3.34,3.94,3.49,473.31,495.86,504.05,11:05:52,6.233722804
3.25,3.81,3.29,495.8,6.12,507.66,11:05:52,5.99188618
3.09,4.03,3.4,12.18,498.35,3.64,11:05:53,6.111382822
3.09,3.79,3.65,8.17,493.16,500.93,11:05:53,6.102024254
3.01,4.02,3.58,18.12,7.79,19.54,11:05:54,6.167406262
3.1,3.87,3.64,481.53,494.23,504.02,11:05:54,6.151138106
2.82,0.1,3.56,27.11,497.2,11.24,11:05:55,4.54268643
2.84,3.98,3.62,478.42,493.28,19.43,11:05:55,6.083617345
2.84,0.15,3.83,19.77,488.51,16.87,11:05:56,4.77042975
2.86,4.03,3.85,472.36,484.61,10.64,11:05:56,6.264423357
2.91,0.24,3.86,10.18,474.67,504.68,11:05:57,4.839969008
2.96,0.11,3.87,494.45,0.59,19.36,11:05:57,4.873458731
2.97,3.99,3.85,48.98,8.87,509.21,11:05:58,6.289952305
3.02,3.91,3.79,50.08,19.26,505.38,11:05:58,6.22676481
3.06,3.88,3.76,35.09,2.63,23.06,11:05:59,6.209315582
3.04,3.87,3.63,121.96,29.28,30.41,11:05:59,6.115177839
3.14,4,3.82,65.33,494.93,35.43,11:06:00,6.360188676
2.87,4.03,3.84,24.58,490.24,7.29,11:06:00,6.262858772
2.98,3.84,3.95,500.18,7.85,9.32,11:06:01,6.263265921
3.04,0.16,3.87,14.04,8.38,14.09,11:06:01,4.92382981
2.95,3.87,4.02,1.52,8.11,13.15,11:06:02,6.311877692
2.92,0.18,3.92,13.27,497.22,4.34,11:06:02,4.891339285
2.99,3.82,3.99,487.25,11.59,7.32,11:06:03,6.281130471
2.93,0.26,3.92,6.61,495.55,7.34,11:06:03,4.900908079
2.92,3.87,4.03,495.54,14.64,22.06,11:06:04,6.30430012
2.84,0.25,3.92,7.62,482.48,498.53,11:06:04,4.847112543
2.99,4.02,4.03,491.91,5.88,10.05,11:06:05,6.429727832
3,0.19,3.89,499.99,493.05,9.54,11:06:05,4.916116353
3.05,3.94,3.97,491.85,1.38,497.12,11:06:06,6.370792729
3.06,0.14,3.73,20.5,9.03,14.47,11:06:06,4.826603361
3.15,3.89,3.67,3.7,23.55,12.55,11:06:07,6.206730218
2.96,4,3.76,443.04,487.36,502.43,11:06:07,6.236922318
3.03,0.04,3.8,464.88,8.16,504.26,11:06:08,4.860298345
2.98,4.01,3.76,443.22,496.22,497.52,11:06:08,6.252847351
3,3.95,3.71,449.22,1.12,500.39,11:06:09,6.194077817
2.98,4.04,3.75,479.77,492.95,504.3,11:06:09,6.266139162
3.03,3.99,3.84,494.43,1.54,499.75,11:06:10,6.312416336
