acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
3.03,0.1,0.15,498.18,0.07,1.04,12:22:36,3.035358298
3.02,0.1,0.18,498.74,-0.51,501.06,12:22:37,3.027011728
3.03,0.1,0.17,497.79,0.32,0.81,12:22:37,3.036412357
3.02,0.09,0.16,498.39,1.67,1.02,12:22:38,3.025574326
3.02,0.1,0.15,498.58,0.79,500.94,12:22:38,3.02537601
3.02,0.09,0.16,497.15,0.63,500.64,12:22:39,3.025574326
3.03,0.1,0.17,498.81,-0.24,0.87,12:22:39,3.036412357
3.02,0.1,0.17,497.64,-0.63,1.58,12:22:40,3.026433545
3.03,0.1,0.18,498.77,0.98,1.09,12:22:40,3.03698864
3.03,0.11,0.15,497.73,0.62,500.6,12:22:41,3.035704202
3.03,0.11,0.16,498.19,-0.66,500.96,12:22:41,3.036214749
3.02,0.1,0.18,499.15,0.17,501.05,12:22:42,3.027011728
3.02,0.11,0.17,498.29,1.56,500.86,12:22:42,3.026780468
3.02,0.1,0.16,497.57,1.4,500.58,12:22:43,3.025888299
3.02,0.1,0.16,498.48,0.54,500.61,12:22:43,3.025888299
3.03,0.1,0.16,498.67,-0.78,1.24,12:22:44,3.035868904
3.02,0.11,0.17,497.83,0.73,0.88,12:22:44,3.026780468
3.02,0.1,0.17,498.38,0.6,500.71,12:22:45,3.026433545
3.02,0.09,0.17,498.85,0.38,1.09,12:22:45,3.026119628
3.03,0.04,0.16,5.98,496.62,493.19,12:22:46,3.034485129
3.03,0.12,0.12,10.38,495.48,4.35,12:22:46,3.034748754
3.04,0.12,0.1,9.08,493.14,494.13,12:22:47,3.044010512
2.94,0.18,0.36,56.89,465.09,492.87,12:22:47,2.967423125
3.07,0.11,0.34,65.49,1.87,481.81,12:22:48,3.09072807
2.98,3.98,0.48,46.8,492.35,464.3,12:22:48,4.995117616
3.19,0.2,0.32,70.41,16.15,486.57,12:22:49,3.212242208
2.92,0,0.6,123.26,470.82,443.84,12:22:49,2.981006541
3.21,0.36,0.4,123.25,484.85,434.32,12:22:50,3.254796461
3.21,3.94,0.38,47.98,470.05,468.66,12:22:51,5.096282959
3.13,0.06,0.48,13.16,9.28,3.92,12:22:51,3.167159611
3.13,0.2,0.36,0.93,9.35,500.86,12:22:52,3.156976402
3.06,0.01,0.3,493.35,491.44,4.71,12:22:52,3.074686976
3.1,0.11,0.22,12.79,14.39,498.78,12:22:53,3.109742755
3.03,0.16,0.2,500.74,487.34,500.52,12:22:53,3.040805814
3.16,3.99,0.28,488.95,26.08,487.82,12:22:54,5.097460152
3.2,0.26,0.44,20.09,479.56,492.42,12:22:54,3.240555508
2.98,0.16,0.53,485.01,493.68,484.61,12:21:55,3.030989937
3.23,0.58,0.32,25.41,493.33,493.08,12:21:55,3.297226107
2.75,0.35,0.48,14.45,11.45,7.75,12:21:56,2.813432068
2.94,0,0.27,2.3,21.92,499.39,12:21:56,2.952371928
3.08,0.1,0.23,483.02,481.09,10.7,12:21:57,3.090194169
3.08,0.06,0.49,74.92,497.54,457.94,12:21:57,3.119310821
3.2,0.44,0.46,132.56,469.75,432.25,12:21:58,3.26269827
3.18,0.06,0.38,47.62,497.77,474.97,12:21:58,3.203185914
3.09,0.11,0.53,22.2,494.3,481.03,12:21:59,3.137052757
3.11,0.14,0.4,14.03,1.02,499.97,12:21:59,3.138741786
3.03,0.1,0.22,498.25,0.1,10.49,12:22:00,3.039621687
3.02,0.11,0.27,498.75,-0.49,502.95,12:22:00,3.034040211
3.04,0.1,0.26,497.85,0.4,4.87,12:22:01,3.052736477
3.02,0.1,0.23,498.43,1.71,3.55,12:22:01,3.030396014
3.03,0.11,0.17,498.67,0.85,503.62,12:22:02,3.03675814
3.02,0.1,0.2,497.23,0.68,507.83,12:22:02,3.028266831
3.03,0.11,0.22,498.91,-0.22,5.44,12:22:03,3.039967105
3.03,0.1,0.27,497.71,-0.6,2.76,12:22:03,3.043649126
3.04,0.11,0.28,498.82,1,8.81,12:22:04,3.054848605
3.03,0.11,0.18,497.75,0.71,505.51,12:22:04,3.037334358
3.03,0.12,0.2,498.28,-0.56,509.8,12:22:05,3.038963639
3.03,0.1,0.24,499.18,0.27,508.77,12:22:05,3.041134657
3.03,0.12,0.24,498.33,1.62,507.61,12:22:06,3.041857985
3.03,0.11,0.24,497.62,1.46,502.29,12:22:06,3.041479903
3.03,0.11,0.19,498.5,0.6,502.61,12:22:07,3.037943383
3.03,0.11,0.25,498.77,-0.7,6.74,12:22:07,3.042285325
3.03,0.12,0.25,497.92,0.78,7.19,12:22:08,3.042663307
3.03,0.1,0.25,498.45,0.65,502.54,12:22:08,3.04194017
3.03,0.1,0.21,498.94,0.4,2.56,12:22:09,3.03891428
3.03,0.04,0.23,6.07,496.66,495.57,12:22:09,3.038980092
3.04,0.13,0.13,10.43,495.52,8.17,12:22:10,3.045554137
3.05,0.12,0.11,9.12,493.18,498.22,12:22:10,3.054341173
2.95,0.19,0.41,56.91,465.19,495.19,12:22:11,2.984409489
3.07,0.12,0.37,65.53,1.9,485.78,12:22:11,3.094543585
2.98,3.99,0.54,46.85,492.41,472.84,12:22:12,5.009201533
3.2,0.21,0.42,70.46,16.16,495.24,12:22:12,3.234269624
2.93,0.01,0.68,123.29,470.85,451.12,12:22:13,3.007889626
3.22,0.36,0.43,123.34,484.92,441.05,12:22:13,3.26847059
3.22,3.95,0.41,48.06,470.08,478.04,12:22:14,5.112631416
3.14,0.07,0.5,13.26,9.31,10.63,12:22:14,3.180330172
3.13,0.2,0.45,0.96,9.42,503.8,12:22:15,3.168501223
3.07,0.01,0.33,493.41,491.52,5.73,12:22:15,3.08770141
3.11,0.11,0.25,12.81,14.44,504.95,12:22:16,3.121970532
3.03,0.17,0.25,500.77,487.38,505.14,12:22:16,3.045045156
3.17,3.99,0.36,489.04,26.11,489.33,12:22:17,5.10867889
