acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.91,3.9,0.37,497.42,0.63,501.01,10:38:09,4.02181551
0.91,3.89,0.39,497.97,0.94,500.64,10:38:10,4.014012955
0.91,3.9,0.38,498.5,-0.2,500.72,10:38:11,4.022747817
0.91,3.9,0.38,498.85,0.09,1.35,10:38:11,4.022747817
0.91,3.9,0.37,498.22,0.86,1.23,10:38:12,4.02181551
0.91,3.9,0.38,497.11,-0.32,500.97,10:38:12,4.022747817
0.9,3.9,0.39,498.39,0.65,500.97,10:38:13,4.021454961
0.9,3.9,0.38,498.55,1.04,500.83,10:38:13,4.020497482
0.91,3.9,0.38,498.63,0.09,500.81,10:38:14,4.022747817
0.91,3.9,0.38,498.05,0.15,0.86,10:38:14,4.022747817
0.92,3.91,0.38,498.59,-0.61,501,10:38:15,4.034711886
0.91,3.9,0.37,498.93,1.15,0.82,10:38:15,4.02181551
0.91,3.91,0.38,498.7,0.89,500.97,10:38:16,4.032443428
0.91,3.9,0.38,498.17,1.35,500.78,10:38:16,4.022747817
0.91,3.91,0.38,497.8,-0.27,500.97,10:38:17,4.032443428
0.91,3.9,0.39,497.84,-0.61,0.8,10:38:17,4.023704761
0.91,3.9,0.38,497.45,0.52,501.04,10:38:18,4.022747817
0.9,3.91,0.38,498.49,0.63,500.35,10:38:18,4.030198506
0.91,3.9,0.38,498.5,0.05,500.99,10:38:27,4.022747817
0.92,3.91,0.38,498.57,0.27,1.22,10:38:27,4.034711886
0.91,3.91,0.39,497.13,0.67,501,10:38:28,4.033398071
0.91,3.9,0.38,497.09,-0.82,500.96,10:38:28,4.022747817
0.91,3.9,0.36,498.74,0.87,500.44,10:38:29,4.020907858
0.91,3.9,0.38,498.51,0.65,501.06,10:38:29,4.022747817
0.91,3.92,0.38,499.06,0.56,500.68,10:38:30,4.042140522
0.91,3.91,0.39,497.7,1.06,1.08,10:38:30,4.033398071
0.91,3.91,0.39,498.09,0.03,500.91,10:38:31,4.033398071
0.91,3.91,0.38,497.65,-0.51,500.83,10:38:31,4.032443428
0.91,3.91,0.39,498.52,0.94,501.04,10:38:32,4.033398071
0.91,3.9,0.37,498.63,0.43,500.71,10:38:32,4.02181551
0.91,3.91,0.37,498.02,-0.11,500.77,10:38:33,4.031513363
0.91,3.91,0.38,498.61,0.91,1.08,10:38:33,4.032443428
0.9,3.91,0.39,497.86,1.24,500.69,10:38:34,4.031153681
0.91,3.91,0.4,497.92,0.14,1.29,10:38:34,4.034377275
0.91,3.91,0.38,497.38,0.87,500.72,10:38:35,4.032443428
0.91,3.91,0.39,498.94,0.11,500.99,10:38:35,4.033398071
0.91,3.91,0.39,496.76,-0.11,501,10:38:36,4.033398071
0.92,3.91,0.39,500.7,-1.71,2.29,10:38:36,4.035665992
0.91,3.91,0.38,496.38,-0.07,500.52,10:38:37,4.032443428
0.91,3.92,0.38,498.76,0.43,501.06,10:38:37,4.042140522
0.91,3.91,0.39,498.03,1.42,0.94,10:38:38,4.033398071
0.85,3.9,0.4,497.12,4.68,500.84,10:38:38,4.011545837
0.9,3.91,0.39,498.54,-0.96,1.26,10:38:39,4.031153681
0.9,3.91,0.4,498.89,0.56,1.06,10:38:39,4.03213343
0.91,3.91,0.4,497.99,1.09,1.04,10:38:40,4.034377275
0.9,3.91,0.39,497.73,-0.23,1.08,10:38:40,4.031153681
0.92,3.91,0.4,498.18,1.19,500.7,10:38:41,4.036644646
0.9,3.91,0.4,498.15,1.61,0.81,10:38:41,4.03213343
0.9,3.91,0.4,497.68,0.13,500.88,10:38:42,4.03213343
0.91,3.91,0.39,498.43,0.38,500.96,10:38:42,4.033398071
