acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
3.01,3.99,3.79,495.87,0.47,1.29,11:06:05,6.272503487
3.01,3.94,3.75,9.58,13.92,2.81,11:06:06,6.216606791
3.04,0.02,3.67,52.15,5.36,8.78,11:06:06,4.765595451
3.02,3.92,3.72,15.02,494.8,1.35,11:06:07,6.190735013
3.02,3.9,3.77,479.99,492.51,498.22,11:06:07,6.208325056
3.01,3.93,3.82,479.88,495.29,0.99,11:06:08,6.252791377
3.03,3.93,3.79,472.86,10.11,499.2,11:06:08,6.244189299
2.96,0,3.7,473,0.13,494.22,11:06:09,4.738311936
3.02,3.9,3.77,477.02,491.76,495.29,11:06:09,6.208325056
3.01,3.97,3.79,483.84,497.63,497.51,11:06:10,6.259800316
3.01,3.97,3.82,494.87,-1.6,500.9,11:06:10,6.278009239
3.01,3.96,3.83,494.41,2.02,500.55,11:06:11,6.277786234
3.01,3.96,3.8,498.76,0.96,1.26,11:06:11,6.259528736
3.01,3.96,3.8,498.41,0.37,0.9,11:06:12,6.259528736
3.01,3.97,3.8,497.26,0.96,0.99,11:06:12,6.265859877
3.01,3.97,3.79,497.54,0.48,501.02,11:06:13,6.259800316
3.01,3.98,3.8,498.62,0,1,11:06:13,6.272200571
3.01,3.97,3.81,498.02,0.25,500.68,11:06:14,6.271929528
3.01,3.97,3.81,498.41,-0.05,501.01,11:06:14,6.271929528
3.01,3.97,3.81,497.68,0.54,1,11:06:15,6.271929528
3.01,3.97,3.81,498.29,0.1,500.98,11:06:15,6.271929528
3.01,3.97,3.81,498.58,0.34,0.83,11:06:16,6.271929528
3.01,3.99,3.79,490.7,0.47,1.29,11:06:16,6.272503487
3.01,3.94,3.75,497.53,13.92,2.81,11:06:17,6.216606791
3.04,0.02,3.67,497.37,5.36,8.78,11:06:17,4.765595451
3.02,3.92,3.72,497.28,494.8,1.35,11:06:18,6.190735013
3.02,3.9,3.77,498.51,492.51,498.22,11:06:18,6.208325056
3.01,3.93,3.82,498.64,495.29,0.99,11:06:19,6.252791377
3.03,3.93,3.79,500.65,10.11,499.2,11:06:19,6.244189299
2.96,0,3.7,496.26,0.13,494.22,11:06:20,4.738311936
3.02,3.9,3.77,497.61,491.76,495.29,11:06:20,6.208325056
3.01,3.97,3.79,500.79,497.63,497.51,11:06:21,6.259800316
3.01,3.97,3.82,498.2,-1.6,500.9,11:06:21,6.278009239
3.01,3.96,3.83,500.36,2.02,500.55,11:06:22,6.277786234
3.01,3.96,3.8,499.87,0.96,1.26,11:06:22,6.259528736
3.01,3.96,3.8,496.96,0.37,0.9,11:06:23,6.259528736
3.01,3.97,3.8,496.43,0.96,0.99,11:06:23,6.265859877
3.01,3.97,3.79,496.38,0.48,501.02,11:06:24,6.259800316
3.01,3.98,3.8,499.27,0,1,11:06:24,6.272200571
3.01,3.97,3.81,496.89,0.25,500.68,11:06:25,6.271929528
3.01,3.97,3.81,498.74,-0.05,501.01,11:06:25,6.271929528
3.01,3.97,3.81,496.94,0.54,1,11:06:26,6.271929528
3.01,3.97,3.81,496.05,0.1,500.98,11:06:26,6.271929528
3.01,3.97,3.81,496.91,0.34,0.83,11:06:27,6.271929528
