acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.99,0.15,3.84,498.2,0.4,500.94,11:57:07,3.968400181
1,0.13,3.83,498.14,0.47,500.98,11:57:07,3.960530268
0.99,0.13,3.83,498.04,0.15,0.83,11:57:08,3.95801718
0.99,0.14,3.82,498.09,0.47,1.02,11:57:08,3.948683325
0.99,0.14,3.83,498.11,0.3,500.81,11:57:09,3.958358246
1,0.14,3.83,497.62,0.58,500.79,11:57:09,3.960871116
0.99,0.14,3.81,498.19,0.6,500.9,11:57:10,3.939010028
0.99,0.15,3.82,498.08,0.6,0.83,11:57:10,3.949050519
1,0.13,3.82,498.32,1.66,500.62,11:57:11,3.950860666
0.97,0.19,3.8,500.22,2.19,494.71,11:57:11,3.926448777
1.03,0.33,3.79,489.88,6.47,495.72,11:57:12,3.94130689
0.75,0.37,3.62,55.02,469.37,482.94,11:57:12,3.715346552
0.78,3.72,3.26,476.56,13.18,27.26,11:57:13,5.007434473
0.93,3.92,3.09,499.59,460.16,494.39,11:57:13,5.077341824
0.75,0,3.42,4.72,17.69,465.39,11:57:14,3.501271198
0.88,0.1,3.5,11.5,7.11,491.84,11:57:14,3.610318546
0.91,0.09,3.5,496.85,497.72,1.27,11:57:15,3.617485314
0.89,0.09,3.48,498.45,2.07,499.87,11:57:15,3.593132338
0.91,0.09,3.51,500.73,0.57,0.92,11:57:16,3.627161425
1,0.16,3.94,498.25,0.45,503.44,11:57:16,4.068070796
1.01,0.14,3.89,498.21,0.56,503.91,11:57:17,4.02141766
0.99,0.13,3.84,498.11,0.22,9.87,11:57:17,3.967694545
0.99,0.15,3.89,498.16,0.52,4.34,11:57:18,4.016802211
1,0.14,3.88,498.21,0.36,508.53,11:57:18,4.009239329
1.01,0.15,3.91,497.64,0.62,504.7,11:57:19,4.041126081
1,0.14,3.82,498.24,0.68,506.65,11:57:19,3.951202349
1,0.16,3.89,498.15,0.66,3.48,11:57:20,4.019664165
1,0.14,3.9,498.38,1.71,505.29,11:57:20,4.028597771
0.97,0.2,3.87,500.25,2.2,502.76,11:57:21,3.994721517
1.03,0.33,3.82,489.96,6.49,497.41,11:57:21,3.970163725
0.76,0.38,3.65,55.09,469.41,489.98,11:57:22,3.747599232
0.78,3.72,3.3,476.62,13.25,34.89,11:57:22,5.033567323
0.94,3.92,3.16,499.68,460.25,498.7,11:57:23,5.122069894
0.75,0,3.45,4.77,17.78,475.14,11:57:23,3.530580689
0.89,0.11,3.52,11.54,7.19,493.15,11:57:24,3.632437198
0.91,0.09,3.57,496.9,497.81,10.48,11:57:24,3.685254401
0.9,0.1,3.56,498.49,2.13,503.97,11:57:25,3.673363581
0.91,0.09,3.55,500.78,0.62,2.11,11:57:25,3.66588325
1.01,0.17,3.97,498.3,0.48,504.81,11:57:26,4.099987805
