acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
0.76,0.06,0.6,495.21,0.29,493.45,13:05:38,0.970154627
0.78,0.13,0.6,490.45,489.08,481.71,13:05:39,0.992622788
0.87,0.25,0.51,6.83,0.69,8.18,13:05:39,1.038989894
0.94,0.12,0.34,2.34,471.18,6.19,13:05:40,1.006777036
1.03,0.12,0.12,485.23,473.95,1.32,13:05:40,1.043886967
0.88,0.24,0.04,496.35,2.38,3.8,13:05:41,0.913016977
1.04,0.14,0.06,2.34,-1.92,12.09,13:05:41,1.051094667
1,0.01,3.95,494.85,494.07,8.17,13:05:42,4.074628817
1,4,3.94,3.93,1.18,500.43,13:05:42,5.702946607
1.01,0.02,3.96,491.03,2.35,497.64,13:05:43,4.08682028
1,0.08,3.93,500.43,-0.85,497.45,13:05:43,4.056020217
1,0.06,3.91,0.97,0.96,1.24,13:05:44,4.036297809
1.01,0.06,3.95,498.57,0.4,1.92,13:05:44,4.077523758
0.77,0.06,0.67,495.3,0.32,498.87,13:05:45,1.022448043
0.78,0.13,0.65,490.51,489.18,486.06,13:05:45,1.023621024
0.87,0.26,0.6,6.84,0.77,16.71,13:05:46,1.088347371
0.94,0.12,0.42,2.38,471.21,14.93,13:05:46,1.036532682
1.03,0.12,0.15,485.33,473.97,4.59,13:05:47,1.047759514
0.88,0.24,0.07,496.43,2.46,7.62,13:05:47,0.914822387
1.04,0.15,0.12,2.36,-1.87,21.97,13:05:48,1.057591604
1.01,0.02,3.96,494.92,494.13,16.71,13:05:48,4.08682028
1.01,4.01,3.95,3.99,1.2,502.5,13:05:49,5.718627458
1.02,0.02,4.03,491.11,2.44,499.06,13:05:49,4.157126411
1,0.09,3.98,500.45,-0.78,501.49,13:05:50,4.104692437
1,0.07,3.96,1.03,1.03,10.34,13:05:50,4.08491126
1.02,0.06,3.97,498.65,0.42,6.13,13:05:51,4.099378002
0.78,0.07,0.75,495.4,0.34,505.38,13:05:51,1.084343119
0.79,0.14,0.73,490.58,489.26,491.15,13:05:52,1.084711943
0.88,0.27,0.63,6.87,0.8,25.05,13:05:52,1.115437134
0.95,0.13,0.44,2.45,471.27,24.59,13:05:53,1.054988152
1.04,0.13,0.24,485.39,474.04,6.06,13:05:53,1.075220908
0.89,0.24,0.14,496.49,2.53,17.41,13:05:54,0.93236259
1.05,0.15,0.21,2.44,-1.83,25.36,13:05:54,1.081249277
1.01,0.02,4.05,494.98,494.15,23.38,13:05:55,4.174086726
1.01,4.01,4.02,4.02,1.29,503.77,13:05:55,5.767200361
1.03,0.02,4.08,491.16,2.46,501.82,13:05:56,4.208051806
