acX,acY,acZ,gyX,gyY,gyZ,time,Akselerasi
3.01,0.02,3.81,498.49,1.47,500.48,12:17:35,4.855574116
3.01,0.02,3.81,496.64,-1.6,1.19,12:17:36,4.855574116
3,0.02,3.81,498.16,1.37,0.87,12:17:36,4.849381404
3.01,0.01,3.8,498.81,0.63,500.73,12:16:39,4.847700486
3.02,0.01,3.78,499.35,0.35,1.61,12:16:39,4.838274486
3.02,0.03,3.77,497.28,-1.49,0.94,12:16:40,4.830548623
3.03,0.03,3.8,498.38,-0.15,1.01,12:16:40,4.860226332
3.02,0.03,0.11,11.96,446.11,494.1,12:16:41,3.022151551
3.04,0.01,0.4,497.24,479.73,4.39,12:16:41,3.06621917
3.17,0.16,0.54,496.51,474.34,10.26,12:16:42,3.219642837
3.16,0.19,0.48,3.58,31.61,3.44,12:16:42,3.201890067
3.01,0.06,3.87,476.87,55.92,495.35,12:16:43,4.903121455
3.01,0.1,3.69,496.05,-0.64,500.95,12:16:43,4.763003254
3.01,0.07,3.75,2.22,494.83,494.9,12:16:44,4.809105946
3.01,0.03,3.78,498.7,2.06,500.75,12:16:44,4.832121687
3.01,0.03,3.76,498.77,1.86,0.89,12:16:45,4.8164925
3.01,0.02,3.84,498.54,1.56,501.79,12:16:45,4.879149516
3.01,0.02,3.87,496.67,-1.55,2.89,12:16:46,4.902795121
3.01,0.03,3.89,498.2,1.45,5.62,12:16:46,4.918648188
3.02,0.02,3.82,498.84,0.65,508.05,12:16:47,4.869620108
3.02,0.02,3.79,499.41,0.38,10.66,12:16:47,4.846122161
3.02,0.04,3.79,497.37,-1.47,2.27,12:16:48,4.84624597
3.04,0.04,3.88,498.44,-0.13,4.25,12:16:48,4.929259579
3.02,0.03,0.2,12.03,446.19,496.32,12:16:49,3.026763949
3.05,0.02,0.43,497.26,479.76,8.53,12:16:49,3.080227264
3.17,0.16,0.61,496.61,474.42,11.67,12:16:50,3.232120047
3.16,0.2,0.55,3.62,31.64,8.37,12:16:50,3.213736143
3.02,0.07,3.91,476.94,56.02,498.07,12:16:51,4.940991803
3.01,0.11,3.78,496.12,-0.6,504.75,12:16:51,4.833280459
3.02,0.07,3.76,2.32,494.86,502.18,12:16:52,4.823162863
3.01,0.03,3.85,498.79,2.08,507.07,12:16:52,4.88707479
3.02,0.03,3.8,498.78,1.95,7.45,12:16:53,4.853998352
